,hour,dayofweek,month,year,season,holiday,workingday,weather,temp,humidity,windspeed,count
9247,16,5,9,2012,3,0,0,3,22.96,88,12.998,114
1529,14,5,4,2011,2,0,0,2,14.76,81,8.9981,212
4377,10,4,10,2011,4,0,1,3,22.14,88,23.9994,125
1203,21,0,3,2011,1,0,1,1,13.94,46,8.9981,63
6005,11,0,2,2012,1,0,1,1,10.66,70,8.9981,116
10771,5,5,12,2012,4,0,0,2,10.66,75,0.0,3
6580,11,6,3,2012,1,0,0,1,14.76,43,19.0012,299
6873,17,2,4,2012,2,0,1,1,27.06,41,19.9995,744
6593,0,0,3,2012,1,0,1,1,15.58,54,12.998,24
9442,19,6,9,2012,3,0,0,1,25.42,50,8.9981,403
7864,1,4,6,2012,2,0,1,1,22.96,56,11.0014,29
1893,19,3,5,2011,2,0,1,1,22.14,28,15.0013,361
8326,7,6,7,2012,3,0,0,1,32.8,66,0.0,52
6972,20,6,4,2012,2,0,0,1,22.96,28,27.9993,211
1805,3,0,5,2011,2,0,1,1,18.04,77,8.9981,16
1544,5,6,4,2011,2,0,0,2,14.76,93,6.0032,4
6626,9,1,3,2012,1,0,1,1,19.68,82,19.0012,342
8467,4,5,7,2012,3,0,0,3,27.06,61,7.0015,9
7226,11,3,4,2012,2,0,1,1,21.32,48,0.0,229
10736,18,3,12,2012,4,0,1,1,13.12,42,7.0015,466
1072,5,2,3,2011,1,0,1,2,9.84,81,8.9981,8
9122,11,0,9,2012,3,1,0,2,30.34,70,19.0012,459
10866,4,2,12,2012,4,0,1,1,9.84,75,8.9981,7
5305,3,3,12,2011,4,0,1,2,13.12,70,8.9981,3
10677,7,1,12,2012,4,0,1,1,13.94,66,27.9993,380
10041,18,5,11,2012,4,0,0,2,14.76,46,19.0012,297
10188,22,4,11,2012,4,0,1,1,13.94,71,7.0015,163
7772,5,0,6,2012,2,0,1,1,21.32,68,0.0,35
9944,17,3,10,2012,4,0,1,2,23.78,64,22.0028,890
2036,18,2,5,2011,2,0,1,1,25.42,50,19.9995,274
3637,11,4,9,2011,3,0,1,2,27.06,74,7.0015,192
1225,20,1,3,2011,1,0,1,2,13.94,71,19.0012,88
6958,6,6,4,2012,2,0,0,1,14.76,37,0.0,28
428,21,2,1,2011,1,0,1,1,13.12,49,27.9993,59
1186,3,0,3,2011,1,0,1,1,10.66,65,8.9981,3
9301,22,0,9,2012,3,0,1,1,22.14,52,8.9981,159
820,15,3,2,2011,1,0,1,1,24.6,28,16.9979,106
7125,6,6,4,2012,2,0,0,1,20.5,63,8.9981,16
7098,3,5,4,2012,2,0,0,1,14.76,66,6.0032,32
10803,13,6,12,2012,4,0,0,2,15.58,76,12.998,356
2050,8,3,5,2011,2,0,1,1,19.68,82,12.998,421
2759,21,6,7,2011,3,0,0,2,27.06,83,11.0014,167
10212,22,5,11,2012,4,0,0,1,15.58,71,6.0032,193
1625,15,2,4,2011,2,0,1,2,18.04,72,19.0012,81
4337,18,2,10,2011,4,0,1,3,22.14,94,8.9981,172
2196,10,2,5,2011,2,0,1,3,22.14,88,19.0012,106
7132,13,6,4,2012,2,0,0,1,27.06,44,19.0012,681
3912,1,2,9,2011,3,0,1,1,25.42,78,6.0032,8
9148,13,1,9,2012,3,0,1,1,32.8,55,30.0026,275
6758,21,6,3,2012,1,0,0,1,21.32,72,6.0032,173
3961,2,4,9,2011,3,0,1,1,16.4,71,19.0012,10
4740,14,3,11,2011,4,0,1,3,14.76,87,19.0012,64
4559,1,3,11,2011,4,0,1,1,13.94,81,8.9981,15
7071,0,4,4,2012,2,0,1,1,16.4,37,16.9979,55
2515,17,6,6,2011,2,0,0,3,27.88,83,19.0012,252
8810,11,3,8,2012,3,0,1,1,34.44,44,0.0,260
129,15,3,1,2011,1,0,1,1,11.48,36,0.0,62
6788,3,6,4,2012,2,0,0,2,13.94,81,8.9981,25
7936,1,0,6,2012,2,0,1,1,27.06,74,11.0014,24
3388,2,3,8,2011,3,0,1,1,27.06,54,8.9981,11
2802,16,1,7,2011,3,0,1,1,33.62,46,7.0015,281
8514,3,0,7,2012,3,0,1,1,27.88,79,6.0032,6
5593,4,6,1,2012,1,0,0,1,13.12,49,16.9979,6
472,18,2,2,2011,1,0,1,1,13.94,42,36.9974,182
589,17,0,2,2011,1,0,1,2,13.12,70,11.0014,216
5054,16,6,12,2011,4,0,0,1,17.22,58,15.0013,330
7131,12,6,4,2012,2,0,0,1,26.24,44,19.0012,635
5010,20,4,12,2011,4,0,1,1,15.58,40,19.0012,190
2618,0,4,6,2011,2,0,1,1,22.96,88,6.0032,24
124,10,3,1,2011,1,0,1,1,8.2,47,0.0,45
337,13,5,1,2011,1,0,0,1,11.48,38,19.9995,101
5240,10,0,12,2011,4,0,1,2,9.02,69,7.0015,105
7481,2,4,5,2012,2,0,1,1,18.86,44,11.0014,31
3710,12,0,9,2011,3,1,0,2,29.52,70,12.998,353
2827,17,2,7,2011,3,0,1,1,31.98,59,15.0013,596
7182,15,1,4,2012,2,0,1,1,27.06,24,22.0028,308
6689,0,4,3,2012,1,0,1,1,18.04,77,16.9979,57
3100,2,0,7,2011,3,0,1,1,27.06,83,15.0013,10
269,16,2,1,2011,1,0,1,1,9.02,44,22.0028,68
5636,23,0,1,2012,1,0,1,2,9.02,87,7.0015,52
4371,4,4,10,2011,4,0,1,1,22.96,94,12.998,8
7836,21,2,6,2012,2,0,1,1,22.14,73,11.0014,298
7177,10,1,4,2012,2,0,1,1,24.6,38,27.9993,217
260,7,2,1,2011,1,0,1,1,5.74,69,8.9981,54
6469,19,1,3,2012,1,0,1,1,13.94,46,19.9995,287
3497,15,0,8,2011,3,0,1,3,30.34,55,19.9995,182
2104,14,5,5,2011,2,0,0,2,22.14,94,8.9981,216
10220,6,6,11,2012,4,0,0,1,12.3,87,6.0032,19
10253,15,0,11,2012,4,1,0,1,22.96,64,16.9979,382
1295,20,4,3,2011,1,0,1,1,25.42,46,8.9981,149
3536,6,2,8,2011,3,0,1,1,25.42,78,0.0,105
2846,12,3,7,2011,3,0,1,1,34.44,41,0.0,171
3769,0,3,9,2011,3,0,1,3,24.6,100,12.998,14
2786,0,1,7,2011,3,0,1,2,28.7,65,11.0014,55
9426,3,6,9,2012,3,0,0,1,20.5,68,0.0,48
769,11,1,2,2011,1,0,1,1,10.66,25,16.9979,57
6701,12,4,3,2012,1,0,1,2,18.04,82,8.9981,294
9468,21,0,9,2012,3,0,1,3,25.42,83,15.0013,233
10309,23,2,11,2012,4,0,1,1,9.84,70,8.9981,87
412,5,2,1,2011,1,0,1,2,9.02,93,6.0032,7
3947,12,3,9,2011,3,0,1,2,27.06,69,19.9995,179
149,12,4,1,2011,1,0,1,2,8.2,37,16.9979,59
5767,11,6,1,2012,1,0,0,1,6.56,47,15.0013,165
7557,6,0,5,2012,2,0,1,3,21.32,94,19.9995,65
7034,11,2,4,2012,2,0,1,2,15.58,43,22.0028,180
8439,0,4,7,2012,3,0,1,2,28.7,54,11.0014,95
6146,8,6,2,2012,1,0,0,1,3.28,53,16.9979,26
8948,5,2,8,2012,3,0,1,1,26.24,78,7.0015,39
1911,13,4,5,2011,2,0,1,1,23.78,40,22.0028,253
8174,23,6,7,2012,3,0,0,3,31.98,52,11.0014,110
10550,0,3,12,2012,4,0,1,1,10.66,48,19.0012,44
5145,11,3,12,2011,4,0,1,1,11.48,52,16.9979,106
241,10,1,1,2011,1,0,1,2,8.2,51,11.0014,54
8646,15,3,8,2012,3,0,1,1,31.98,62,31.0009,270
1950,4,6,5,2011,2,0,0,1,17.22,82,0.0,10
4191,16,3,10,2011,4,0,1,1,23.78,49,12.998,323
10879,17,2,12,2012,4,0,1,1,16.4,50,26.0027,562
4590,8,4,11,2011,4,0,1,2,16.4,87,23.9994,395
5161,3,4,12,2011,4,0,1,1,9.02,80,0.0,6
4884,14,2,11,2011,4,0,1,2,18.86,100,8.9981,61
9692,5,0,10,2012,4,1,0,1,13.94,76,15.0013,19
9516,21,2,9,2012,3,0,1,1,20.5,59,11.0014,349
6001,7,0,2,2012,1,0,1,1,6.56,86,7.0015,234
8306,11,5,7,2012,3,0,0,1,38.54,38,12.998,367
9935,8,3,10,2012,4,0,1,1,18.86,82,16.9979,834
1863,13,2,5,2011,2,0,1,2,18.86,59,30.0026,143
599,3,1,2,2011,1,0,1,3,11.48,93,11.0014,1
8550,15,1,7,2012,3,0,1,1,37.72,31,11.0014,244
2126,12,6,5,2011,2,0,0,1,25.42,73,19.9995,367
1218,13,1,3,2011,1,0,1,2,14.76,57,19.0012,97
2931,1,0,7,2011,3,0,1,1,28.7,61,19.0012,10
2750,12,6,7,2011,3,0,0,1,32.8,55,7.0015,404
401,17,1,1,2011,1,0,1,2,9.02,82,12.998,125
8126,23,0,6,2012,2,0,1,3,24.6,78,12.998,74
4143,16,1,10,2011,4,0,1,1,23.78,56,22.0028,309
9277,22,6,9,2012,3,0,0,1,23.78,49,16.9979,189
3763,18,2,9,2011,3,0,1,3,26.24,89,0.0,237
1091,0,3,3,2011,1,0,1,3,13.94,0,16.9979,3
2386,8,1,6,2011,2,0,1,2,27.88,61,8.9981,477
3160,14,0,8,2011,3,0,1,1,37.72,29,12.998,123
6917,13,4,4,2012,2,0,1,1,18.04,33,22.0028,411
3648,22,4,9,2011,3,0,1,2,26.24,73,11.0014,147
8837,14,4,8,2012,3,0,1,1,31.16,58,23.9994,307
8580,21,2,7,2012,3,0,1,1,31.16,62,0.0,319
7801,10,1,6,2012,2,0,1,2,21.32,63,19.9995,176
797,16,2,2,2011,1,0,1,1,18.86,31,26.0027,122
5362,12,5,12,2011,4,0,0,2,11.48,45,19.0012,244
7162,19,0,4,2012,2,1,0,1,31.16,35,26.0027,522
2728,14,5,7,2011,3,0,0,1,34.44,20,0.0,392
4685,7,1,11,2011,4,0,1,1,12.3,87,7.0015,323
9028,13,5,8,2012,3,0,0,1,30.34,40,12.998,644
4119,16,0,10,2011,4,0,1,2,16.4,76,7.0015,218
2376,22,0,6,2011,2,0,1,1,27.06,61,6.0032,173
5427,5,6,1,2012,1,0,0,1,11.48,81,7.0015,5
7404,21,0,5,2012,2,0,1,2,22.14,45,15.0013,247
317,17,4,1,2011,1,0,1,1,9.02,41,11.0014,159
293,16,3,1,2011,1,0,1,1,9.84,38,23.9994,78
8106,3,0,6,2012,2,0,1,2,21.32,83,15.0013,4
8537,2,1,7,2012,3,0,1,1,29.52,70,6.0032,7
4153,2,2,10,2011,4,0,1,1,18.86,82,11.0014,3
1146,10,5,3,2011,1,0,0,1,13.12,66,15.0013,99
1694,12,5,4,2011,2,0,0,2,18.86,88,39.0007,32
7690,19,5,5,2012,2,0,0,1,28.7,39,8.9981,432
7503,0,5,5,2012,2,0,0,1,21.32,42,11.0014,136
6200,14,1,2,2012,1,0,1,1,16.4,40,15.0013,124
4849,3,1,11,2011,4,0,1,2,22.14,68,22.0028,4
376,4,0,1,2011,1,1,0,2,7.38,43,8.9981,3
4867,21,1,11,2011,4,0,1,2,20.5,77,6.0032,168
2866,8,4,7,2011,3,0,1,2,29.52,74,16.9979,457
3425,15,4,8,2011,3,0,1,1,32.8,29,11.0014,249
8025,18,3,6,2012,2,0,1,1,30.34,42,12.998,823
9674,11,6,10,2012,4,0,0,2,17.22,71,7.0015,336
4201,2,4,10,2011,4,0,1,1,17.22,88,0.0,5
7870,7,4,6,2012,2,0,1,1,21.32,72,7.0015,428
3991,8,5,9,2011,3,0,0,2,18.86,77,16.9979,108
1773,19,1,4,2011,2,0,1,2,20.5,72,12.998,276
6640,23,1,3,2012,1,0,1,1,22.96,56,8.9981,87
7058,11,3,4,2012,2,0,1,1,17.22,47,19.9995,224
8388,21,1,7,2012,3,0,1,3,26.24,89,7.0015,90
6383,5,5,3,2012,1,0,0,2,14.76,93,6.0032,2
6922,18,4,4,2012,2,0,1,1,20.5,22,31.0009,484
5584,19,5,1,2012,1,0,0,1,21.32,42,7.0015,215
9526,7,0,10,2012,4,0,1,1,18.04,77,11.0014,483
671,7,4,2,2011,1,0,1,1,3.28,73,0.0,74
2801,15,1,7,2011,3,0,1,1,33.62,43,0.0,162
6859,3,2,4,2012,2,0,1,1,18.04,58,6.0032,3
5507,14,2,1,2012,1,0,1,2,5.74,46,16.9979,75
3313,23,6,8,2011,3,0,0,1,28.7,79,7.0015,55
5888,13,2,2,2012,1,0,1,1,18.86,47,15.0013,186
3214,20,2,8,2011,3,0,1,3,28.7,84,7.0015,87
7254,15,1,5,2012,2,0,1,2,30.34,45,15.0013,234
9416,17,5,9,2012,3,0,0,2,27.06,36,16.9979,729
8629,22,2,8,2012,3,0,1,1,29.52,70,7.0015,288
2169,7,1,5,2011,2,0,1,2,21.32,94,16.9979,151
1890,16,3,5,2011,2,0,1,1,23.78,24,27.9993,269
6793,8,6,4,2012,2,0,0,2,14.76,76,6.0032,125
7534,7,6,5,2012,2,0,0,1,21.32,68,11.0014,60
10734,16,3,12,2012,4,0,1,1,13.94,39,7.0015,406
5081,19,0,12,2011,4,0,1,2,18.86,77,0.0,308
679,15,4,2,2011,1,0,1,1,13.12,21,11.0014,74
6367,13,4,3,2012,1,0,1,1,17.22,44,15.0013,222
9016,1,5,8,2012,3,0,0,3,25.42,94,11.0014,92
3447,13,5,8,2011,3,0,0,2,30.34,74,22.0028,153
845,16,4,2,2011,1,0,1,1,27.06,36,19.0012,232
5433,11,6,1,2012,1,0,0,1,13.94,76,8.9981,138
1629,19,2,4,2011,2,0,1,1,18.04,62,16.9979,175
5696,12,3,1,2012,1,0,1,2,13.94,81,7.0015,144
4340,21,2,10,2011,4,0,1,3,22.14,100,7.0015,83
4394,3,5,10,2011,4,0,0,1,18.04,62,12.998,23
9586,19,2,10,2012,4,0,1,1,28.7,65,0.0,593
180,19,5,1,2011,1,0,0,1,5.74,36,16.9979,30
10549,23,2,12,2012,4,0,1,1,12.3,49,26.0027,74
3845,5,6,9,2011,3,0,0,1,24.6,83,8.9981,39
5759,3,6,1,2012,1,0,0,2,6.56,48,26.0027,25
9083,20,5,9,2012,3,0,0,3,31.16,67,16.9979,207
9831,0,6,10,2012,4,0,0,1,16.4,71,16.9979,111
8597,14,3,7,2012,3,0,1,1,35.26,44,6.0032,197
4648,18,6,11,2011,4,0,0,1,17.22,71,7.0015,185
7900,13,5,6,2012,2,0,0,1,33.62,24,19.0012,585
722,11,6,2,2011,1,0,0,1,13.12,39,30.0026,112
537,13,5,2,2011,1,0,0,3,9.02,100,11.0014,72
7326,15,4,5,2012,2,0,1,2,29.52,62,7.0015,343
296,19,3,1,2011,1,0,1,1,6.56,47,16.9979,99
10336,2,4,11,2012,4,0,1,2,12.3,70,11.0014,9
110,19,2,1,2011,1,0,1,1,9.84,38,7.0015,132
2237,3,2,6,2011,2,0,1,1,27.88,89,12.998,6
7103,8,5,4,2012,2,0,0,1,14.76,71,8.9981,160
8627,20,2,8,2012,3,0,1,1,30.34,66,11.0014,513
2972,18,1,7,2011,3,0,1,1,35.26,47,19.9995,511
590,18,0,2,2011,1,0,1,2,13.94,66,8.9981,175
7908,21,5,6,2012,2,0,0,1,30.34,40,12.998,316
7572,21,0,5,2012,2,0,1,2,23.78,83,6.0032,152
9840,9,6,10,2012,4,0,0,2,19.68,67,19.0012,223
5411,13,0,12,2011,4,0,1,1,13.94,49,22.0028,142
3838,22,5,9,2011,3,0,0,1,26.24,78,0.0,175
945,20,3,3,2011,1,0,1,1,8.2,40,6.0032,70
3089,15,6,7,2011,3,0,0,1,33.62,43,19.9995,324
9679,16,6,10,2012,4,0,0,3,16.4,82,11.0014,333
7279,16,2,5,2012,2,0,1,1,26.24,65,11.0014,367
3304,14,6,8,2011,3,0,0,1,35.26,47,12.998,322
3799,7,4,9,2011,3,0,1,3,25.42,100,16.9979,108
6687,22,3,3,2012,1,0,1,1,21.32,68,8.9981,169
7724,5,5,6,2012,2,0,0,1,20.5,72,12.998,12
9073,10,5,9,2012,3,0,0,2,31.98,55,12.998,417
3054,4,5,7,2011,3,0,0,1,24.6,73,6.0032,16
4132,5,1,10,2011,4,0,1,1,16.4,82,8.9981,27
7827,12,2,6,2012,2,0,1,1,25.42,38,0.0,315
2018,0,2,5,2011,2,0,1,2,21.32,55,8.9981,38
6228,18,2,2,2012,1,0,1,1,16.4,40,15.0013,468
7422,15,1,5,2012,2,0,1,3,25.42,73,16.9979,134
6043,1,2,2,2012,1,0,1,1,11.48,61,11.0014,10
2246,12,2,6,2011,2,0,1,1,35.26,53,0.0,169
792,11,2,2,2011,1,0,1,1,13.94,34,19.9995,66
9003,12,4,8,2012,3,0,1,1,33.62,41,15.0013,365
6736,23,5,3,2012,1,0,0,1,20.5,77,11.0014,185
886,9,1,3,2011,1,0,1,1,9.02,55,27.9993,124
5567,2,5,1,2012,1,0,0,1,14.76,50,7.0015,38
10847,9,1,12,2012,4,0,1,1,16.4,87,6.0032,326
2720,6,5,7,2011,3,0,0,1,25.42,69,7.0015,32
3744,23,1,9,2011,3,0,1,3,22.14,94,16.9979,58
10662,16,0,12,2012,4,0,1,2,20.5,88,7.0015,345
2307,1,5,6,2011,2,0,0,1,22.14,64,7.0015,94
10640,18,6,12,2012,4,0,0,3,14.76,93,6.0032,198
10819,5,0,12,2012,4,0,1,2,15.58,87,0.0,24
5659,23,1,1,2012,1,0,1,1,10.66,81,7.0015,41
6336,6,3,3,2012,1,0,1,2,17.22,94,0.0,109
588,16,0,2,2011,1,0,1,2,14.76,57,8.9981,114
9374,23,3,9,2012,3,0,1,1,23.78,73,7.0015,170
2943,13,0,7,2011,3,0,1,1,35.26,50,16.9979,141
577,5,0,2,2011,1,0,1,1,8.2,86,0.0,10
6132,18,5,2,2012,1,0,0,2,9.02,47,43.9989,108
9623,8,4,10,2012,4,0,1,1,23.78,64,0.0,785
8080,1,6,6,2012,2,0,0,1,22.96,60,11.0014,88
5857,6,3,1,2012,1,0,1,1,4.92,54,11.0014,86
9034,19,5,8,2012,3,0,0,1,28.7,45,11.0014,488
4090,11,6,10,2011,4,0,0,2,15.58,66,16.9979,292
6946,18,5,4,2012,2,0,0,1,22.14,18,19.9995,517
3551,21,2,8,2011,3,0,1,1,29.52,62,15.0013,230
8187,12,0,7,2012,3,0,1,1,34.44,32,12.998,257
1509,18,4,4,2011,2,0,1,3,13.12,93,16.9979,62
7790,23,0,6,2012,2,0,1,1,23.78,49,19.9995,86
1998,4,1,5,2011,2,0,1,1,17.22,62,16.9979,2
1157,21,5,3,2011,1,0,0,1,15.58,62,0.0,82
8021,14,3,6,2012,2,0,1,1,28.7,54,19.0012,298
1243,15,2,3,2011,1,0,1,2,16.4,76,16.9979,101
3052,2,5,7,2011,3,0,0,1,24.6,73,8.9981,58
5983,12,6,2,2012,1,0,0,2,10.66,65,12.998,248
2922,16,6,7,2011,3,0,0,1,34.44,41,19.0012,372
14,14,5,1,2011,1,0,0,2,18.86,72,19.0012,106
10464,10,6,12,2012,4,0,0,2,12.3,87,0.0,293
10126,7,2,11,2012,4,0,1,2,10.66,56,19.9995,319
2998,20,2,7,2011,3,0,1,1,28.7,84,11.0014,342
2606,12,3,6,2011,2,0,1,1,29.52,54,26.0027,206
6643,2,2,3,2012,1,0,1,1,20.5,68,12.998,2
10621,23,5,12,2012,4,0,0,2,16.4,94,0.0,162
3460,2,6,8,2011,3,0,0,3,26.24,89,15.0013,62
8338,19,6,7,2012,3,0,0,1,31.98,62,11.0014,250
7531,4,6,5,2012,2,0,0,2,22.14,68,12.998,9
5166,8,4,12,2011,4,0,1,1,9.84,81,0.0,385
10822,8,0,12,2012,4,0,1,2,15.58,87,7.0015,592
7179,12,1,4,2012,2,0,1,1,24.6,33,23.9994,244
4782,8,5,11,2011,4,0,0,1,10.66,70,12.998,101
5303,1,3,12,2011,4,0,1,2,13.12,70,11.0014,20
10618,20,5,12,2012,4,0,0,2,14.76,100,0.0,182
10428,22,0,11,2012,4,0,1,1,13.94,66,7.0015,113
5276,22,1,12,2011,4,0,1,1,12.3,52,11.0014,107
2308,2,5,6,2011,2,0,0,1,22.14,56,12.998,59
4349,6,3,10,2011,4,0,1,3,22.14,100,6.0032,52
777,19,1,2,2011,1,0,1,1,11.48,26,8.9981,145
7829,14,2,6,2012,2,0,1,1,26.24,38,0.0,302
6671,6,3,3,2012,1,0,1,1,18.04,72,6.0032,117
623,3,2,2,2011,1,0,1,1,2.46,45,8.9981,2
7126,7,6,4,2012,2,0,0,1,20.5,63,7.0015,46
5272,18,1,12,2011,4,0,1,1,13.94,42,15.0013,382
8984,17,3,8,2012,3,0,1,1,33.62,34,12.998,897
4480,17,1,10,2011,4,0,1,1,24.6,60,8.9981,625
7186,19,1,4,2012,2,0,1,1,24.6,26,16.9979,537
10170,4,4,11,2012,4,0,1,1,13.12,53,23.9994,14
5053,15,6,12,2011,4,0,0,1,17.22,62,12.998,296
2476,2,5,6,2011,2,0,0,1,28.7,79,7.0015,60
8772,21,1,8,2012,3,0,1,2,29.52,74,0.0,317
2658,16,5,6,2011,2,0,0,2,31.16,52,15.0013,468
3751,6,2,9,2011,3,0,1,3,24.6,88,7.0015,75
3260,18,4,8,2011,3,0,1,1,31.16,52,16.9979,466
1308,9,5,3,2011,1,0,0,1,17.22,44,31.0009,76
4986,20,3,12,2011,4,0,1,1,13.94,46,7.0015,190
5869,18,3,1,2012,1,0,1,2,10.66,44,22.0028,361
8806,7,3,8,2012,3,0,1,2,28.7,84,11.0014,475
10562,12,3,12,2012,4,0,1,1,11.48,41,0.0,235
6117,3,5,2,2012,1,0,0,3,9.84,87,15.0013,9
3999,16,5,9,2011,3,0,0,1,22.14,68,16.9979,305
4455,16,0,10,2011,4,0,1,1,23.78,56,16.9979,302
10535,9,2,12,2012,4,0,1,2,18.04,51,15.0013,388
9397,22,4,9,2012,3,0,1,1,25.42,83,12.998,229
392,20,0,1,2011,1,1,0,3,6.56,80,12.998,33
5835,8,2,1,2012,1,0,1,1,12.3,52,27.9993,489
8546,11,1,7,2012,3,0,1,2,35.26,47,0.0,206
10454,0,6,12,2012,4,0,0,2,12.3,87,6.0032,117
9733,22,1,10,2012,4,0,1,2,19.68,77,6.0032,162
1870,20,2,5,2011,2,0,1,1,16.4,62,22.0028,191
6516,18,3,3,2012,1,0,1,2,25.42,38,36.9974,590
10325,15,3,11,2012,4,0,1,2,15.58,58,11.0014,217
8554,19,1,7,2012,3,0,1,1,36.08,35,16.9979,547
2282,0,4,6,2011,2,0,1,1,25.42,38,19.0012,68
3487,5,0,8,2011,3,0,1,2,24.6,88,12.998,17
5797,17,0,1,2012,1,1,0,1,10.66,48,22.0028,193
8294,23,4,7,2012,3,0,1,1,32.8,63,7.0015,164
2111,21,5,5,2011,2,0,0,3,22.14,94,15.0013,59
8704,1,6,8,2012,3,0,0,1,30.34,70,16.9979,87
6508,10,3,3,2012,1,0,1,1,20.5,68,31.0009,138
2251,17,2,6,2011,2,0,1,1,35.26,47,19.9995,486
479,1,3,2,2011,1,0,1,1,8.2,44,35.0008,5
9756,21,2,10,2012,4,0,1,1,20.5,51,23.9994,269
6271,13,4,2,2012,1,0,1,1,16.4,43,23.9994,205
4282,11,0,10,2011,4,1,0,1,25.42,69,6.0032,322
406,22,1,1,2011,1,0,1,2,9.02,93,6.0032,33
477,23,2,2,2011,1,0,1,1,8.2,44,30.0026,32
8018,11,3,6,2012,2,0,1,1,27.06,57,16.9979,228
6220,10,2,2,2012,1,0,1,1,13.94,57,19.9995,120
31,8,6,1,2011,1,0,0,3,16.4,71,15.0013,8
530,6,5,2,2011,1,0,0,3,8.2,100,0.0,4
10586,12,4,12,2012,4,0,1,2,13.94,71,12.998,240
8734,7,0,8,2012,3,0,1,3,29.52,70,12.998,407
2085,19,4,5,2011,2,0,1,2,21.32,83,12.998,270
1576,14,0,4,2011,2,0,1,2,29.52,54,23.9994,145
3484,2,0,8,2011,3,0,1,2,24.6,83,0.0,3
10397,15,6,11,2012,4,0,0,1,17.22,54,19.0012,407
6060,18,2,2,2012,1,0,1,3,9.84,87,7.0015,167
4741,15,3,11,2011,4,0,1,3,14.76,81,19.9995,62
10010,11,4,11,2012,4,0,1,1,17.22,41,27.9993,221
5216,10,6,12,2011,4,0,0,1,9.84,44,0.0,194
8765,14,1,8,2012,3,0,1,2,33.62,46,0.0,261
253,22,1,1,2011,1,0,1,3,6.56,93,7.0015,29
10564,14,3,12,2012,4,0,1,1,12.3,42,6.0032,212
10399,17,6,11,2012,4,0,0,2,15.58,66,16.9979,280
5660,0,2,1,2012,1,0,1,1,10.66,81,0.0,28
2008,14,1,5,2011,2,0,1,2,25.42,33,0.0,176
4244,21,5,10,2011,4,0,0,1,21.32,77,0.0,187
6309,3,6,2,2012,1,0,0,2,12.3,36,15.0013,15
3130,8,1,7,2011,3,0,1,2,31.16,70,11.0014,412
6517,19,3,3,2012,1,0,1,2,24.6,40,30.0026,416
1832,6,1,5,2011,2,0,1,2,21.32,94,11.0014,109
1499,8,4,4,2011,2,0,1,3,13.94,87,11.0014,221
2838,4,3,7,2011,3,0,1,1,26.24,89,7.0015,4
1973,3,0,5,2011,2,0,1,1,18.86,82,6.0032,7
10199,9,5,11,2012,4,0,0,1,14.76,66,12.998,259
10641,19,6,12,2012,4,0,0,3,15.58,94,6.0032,122
8354,11,0,7,2012,3,0,1,2,29.52,62,8.9981,216
726,15,6,2,2011,1,0,0,2,16.4,30,19.9995,162
8441,2,4,7,2012,3,0,1,2,27.06,61,6.0032,17
555,7,6,2,2011,1,0,0,1,9.84,65,11.0014,8
3967,8,4,9,2011,3,0,1,1,17.22,67,15.0013,409
9284,5,0,9,2012,3,0,1,1,20.5,72,16.9979,40
2098,8,5,5,2011,2,0,0,3,20.5,94,0.0,88
6437,11,0,3,2012,1,0,1,2,10.66,56,8.9981,103
1497,6,4,4,2011,2,0,1,2,13.94,87,0.0,35
6215,5,2,2,2012,1,0,1,1,11.48,70,7.0015,25
4501,15,2,10,2011,4,0,1,3,22.14,100,8.9981,120
7002,2,1,4,2012,2,0,1,1,14.76,71,8.9981,2
1035,16,0,3,2011,1,0,1,1,13.94,31,23.9994,122
10667,21,0,12,2012,4,0,1,2,18.86,94,12.998,245
899,22,1,3,2011,1,0,1,1,9.84,62,7.0015,47
3420,10,4,8,2011,3,0,1,1,30.34,33,7.0015,130
10385,3,6,11,2012,4,0,0,2,12.3,81,11.0014,46
2616,22,3,6,2011,2,0,1,3,25.42,83,16.9979,151
7479,0,4,5,2012,2,0,1,1,18.86,55,7.0015,64
5725,17,4,1,2012,1,0,1,1,11.48,33,27.9993,332
6231,21,2,2,2012,1,0,1,1,13.94,53,11.0014,178
3203,9,2,8,2011,3,0,1,2,30.34,55,12.998,195
10779,13,5,12,2012,4,0,0,1,15.58,54,16.9979,456
1607,21,1,4,2011,2,0,1,2,17.22,82,12.998,84
3915,4,2,9,2011,3,0,1,1,24.6,83,6.0032,9
7317,6,4,5,2012,2,0,1,1,22.14,94,7.0015,135
9859,4,0,10,2012,4,0,1,2,22.96,68,15.0013,10
2118,4,6,5,2011,2,0,0,2,21.32,100,0.0,13
4223,0,5,10,2011,4,0,0,1,19.68,72,0.0,89
8516,5,0,7,2012,3,0,1,1,27.06,78,7.0015,50
7400,17,0,5,2012,2,0,1,2,24.6,53,22.0028,769
1907,9,4,5,2011,2,0,1,1,18.86,67,19.0012,188
9958,7,4,10,2012,4,0,1,3,22.14,94,0.0,154
5012,22,4,12,2011,4,0,1,1,13.12,53,12.998,102
3757,12,2,9,2011,3,0,1,3,22.96,94,0.0,22
4020,13,6,9,2011,3,0,0,1,22.96,60,8.9981,376
9296,17,0,9,2012,3,0,1,1,27.06,34,22.0028,871
8240,17,2,7,2012,3,1,0,1,37.72,35,19.9995,414
6250,16,3,2,2012,1,0,1,3,13.94,81,0.0,118
9243,12,5,9,2012,3,0,0,1,32.8,55,32.9975,694
